water_body_name,water_body_longitude,water_body_latitude,country_code,province_code,closest_city,distance
Godin Lake,-114.04754,56.09521,CAN,AB,Wabasca-Desmarais,18.8
Gods Lake,-114.28999,56.81814,CAN,AB,Peerless Lake,23.9
Gogo Lake,-111.04107,57.88073,CAN,AB,Point Brule,23.5
Golden Lake,-116.38397,56.54881,CAN,AB,Cadotte Lake,9.1
Goldeye Lake,-116.19222,52.44921,CAN,AB,Nordegg,8.3
Goldfish Lake,-110.81072,58.08529,CAN,AB,Point Brule,31.8
Goldschmidt Lake,-110.75483,59.89352,CAN,AB,Fitzgerald,47.6
Gong Lake,-117.58746,52.38755,CAN,AB,Jasper Park Lodge,63.9
Good Lake,-111.54275,54.14929,CAN,AB,Ashmont,2.8
Goodfish Lake,-111.81831,54.28112,CAN,AB,Goodfish Lake,1.7
Goodfish Lake,-114.73558,56.70121,CAN,AB,Peerless Lake,10.4
Goodridge Lake,-114.24477,54.4296,CAN,AB,Vega,9.2
Goodwin Lake,-111.66112,55.41758,CAN,AB,Margie,20.6
Goodwin Lake,-115.90693,54.08577,CAN,AB,Whitecourt,15.8
Goose Lake,-117.54981,54.97262,CAN,AB,Calais,11.1
Goose Lake,-115.13167,54.31636,CAN,AB,Lone Pine,1.6
Goose Lake,-113.86084,49.42791,CAN,AB,Pincher Creek,8.9
Goose Lake,-112.81189,53.56516,CAN,AB,Sandy Beach,12.6
Gooseberry Lake,-110.73699,52.11695,CAN,AB,Neutral Valley,6.4
Goosegrass Lake,-114.40871,56.87205,CAN,AB,Peerless Lake,24.6
Goosequill Lake,-113.15966,52.05818,CAN,AB,Lousana,6.4
Gordon Lake,-110.44756,56.50672,CAN,AB,Christina Crossing,27.6
Gosling Lake,-114.76536,52.8003,CAN,AB,Buck Lake,16.8
Gough Lake,-112.44536,52.04594,CAN,AB,Leo,6
Governor Lake,-110.1263,59.63861,CAN,AB,Hay Camp,76.5
Graham Lake,-114.5392,56.56527,CAN,AB,Trout Lake,7.3
Grande Cache Lake,-119.04569,53.90356,CAN,AB,Grande Cache,5.1
Grandeur Lake,-111.78867,54.51167,CAN,AB,Briareville,4.6
Grandview Lake,-114.19659,53.49332,CAN,AB,Carvel,4.3
Grass Lake,-111.46338,52.60607,CAN,AB,Bellshill,5.2
Grassy Island Lake,-110.32947,51.82898,CAN,AB,Kirriemuir,10.5
Grassy Lake,-113.82112,54.74945,CAN,AB,Lahaieville,17.4
Grassy Lake,-117.51607,54.81953,CAN,AB,Little Smoky,23.4
Grassy Lake,-110.19989,48.99895,CAN,AB,Wild Horse,1.2
Graveyard Lake,-117.80515,53.49552,CAN,AB,Old Entrance,15.1
Grayling Lake,-110.89785,57.91213,CAN,AB,Point Brule,28.7
Greasy Lake,-110.53074,52.86191,CAN,AB,Heath,8.3
Greenan Lake,-110.0364,50.44838,CAN,AB,Hilda,3.5
Greens Lake,-110.23366,51.36092,CAN,AB,Sibbald,6.5
Greenstreet Lake,-111.54693,54.19204,CAN,AB,Ashmont,7.1
Gregg Lake,-117.79763,53.53897,CAN,AB,Old Entrance,19.6
Gregory Lake,-112.64949,54.22169,CAN,AB,Barich,4.8
Grenier Lake,-112.52078,54.79708,CAN,AB,Atmore,3.1
Grew Lake,-113.21231,56.90779,CAN,AB,Chipewyan Lake,16.2
Grist Lake,-110.47178,55.37754,CAN,AB,Behan,11.6
Grose Lake,-112.94318,52.32761,CAN,AB,Erskine,4.4
Gull Lake,-113.99996,52.53795,CAN,AB,Bentley,8.7
Gull Lake,-116.12724,58.43493,CAN,AB,Boyer,4.5
Gummer Lake,-118.99458,55.36713,CAN,AB,Buffalo Lake,2
Gun Club Reservoir,-111.9173,50.60975,CAN,AB,Brooks,5
Guy Lake,-114.0892,53.86995,CAN,AB,Stettin,4.3
Hackmatack Lake,-119.66516,55.1862,CAN,AB,Hayfield,3.6
Haiduk Lake,-115.94183,51.11932,CAN,AB,Massive,15.7
Haig Lake,-116.09642,56.90234,CAN,AB,Bison Lake,31.9
Hair Lake,-110.10291,59.69202,CAN,AB,Hay Camp,78.9
Haley Lake,-113.69226,54.11204,CAN,AB,Clyde,5
Halfmoon Lake,-113.09425,53.46092,CAN,AB,Cooking Lake,5.8
Halfmoon Lake,-113.34796,54.06034,CAN,AB,Waugh,4.9
Halfway Lake,-113.51876,54.15266,CAN,AB,Halfway Lake,4.6
Halfway Lake,-116.78465,55.38455,CAN,AB,Triangle,6.7
Hamilton Lake,-111.9568,54.06931,CAN,AB,Vilna,5.8
Hamlin Lake,-111.67163,54.62566,CAN,AB,Normandeau,6.4
Handhills Lake,-112.1237,51.48699,CAN,AB,Lawsonburg,2.5
Hanmore Lake,-112.5262,54.29725,CAN,AB,Barich,14.5
Hansen Lake,-110.22365,54.92553,CAN,AB,Bank Bay,39.5
Hansman Lake,-110.40045,52.40511,CAN,AB,Cadogan,10.1
Happy Hollow Lake,-110.52571,54.53628,CAN,AB,Happy Hollow,4.2
Hardisty Lake,-111.32438,52.66847,CAN,AB,Hardisty,1.5
Harker Lake,-110.24439,59.98965,CAN,AB,Fitzgerald,77.2
Harmatten Reservoir,-114.4768,51.67268,CAN,AB,Shantz,1.8
Harold Lake,-110.58553,54.47109,CAN,AB,Happy Hollow,4.1
Harold Lakes,-110.20954,53.06406,CAN,AB,Paradise Valley,6.7
Harvey Lake,-118.45034,53.15581,CAN,AB,Shale Banks,18.6
Harwood Lake,-110.37508,58.06504,CAN,AB,Jackfish,50.6
Hasse Lake,-114.17425,53.48716,CAN,AB,Spring Lake,4.4
Hastings Lake,-112.91117,53.41748,CAN,AB,Deville,3.4
Hat Lake,-110.33394,57.43284,CAN,AB,Bitumount,78.8
Hatcher Lake,-114.40344,54.84329,CAN,AB,Tieland,15.1
Hatfield Lake,-113.03075,52.57796,CAN,AB,Bashaw,4.1
Hattie Lake,-111.57428,52.97345,CAN,AB,Kinsella,4.5
Haunted Lakes,-113.15821,52.40563,CAN,AB,Alix,1.6
Hawkins Lake,-115.79547,55.99571,CAN,AB,Atikameg,12.5
Hay Lake,-119.41571,55.28615,CAN,AB,Albright,5.6
Hay Lake,-118.5133,56.15674,CAN,AB,Gage,2.1
Hay Lake,-118.78653,58.8349,CAN,AB,Habay,5
Hays Lake,-111.94368,50.08534,CAN,AB,Grantham,5.2
Hbog Pond,-116.54537,53.56735,CAN,AB,Ansell,1.7
Heart Lake,-111.49092,55.03219,CAN,AB,Pitlochrie,14.9
Hebephrenic (Jackfish) Lake,-114.24357,56.81695,CAN,AB,Peerless Lake,25.9
Hector Lake,-116.36274,51.58566,CAN,AB,Lake Louise,21.8
Helen Lake,-117.8293,56.5419,CAN,AB,Clear Hills,4
Helena Lake,-111.59794,54.68039,CAN,AB,Normandeau,14.1
Helene Lake,-110.07035,58.17313,CAN,AB,Jackfish,56.6
Helina Lake,-111.44815,54.49789,CAN,AB,Helina,3.4
Helliwell Lake,-113.62697,54.24121,CAN,AB,Nestow,2
Helmer Reservoir,-111.98312,51.64923,CAN,AB,Hanna,4
Henderson Lake,-112.79744,49.68783,CAN,AB,Lethbridge,3.3
Henderson Lake,-119.09824,55.34467,CAN,AB,Niobe,2.4
Heningers Reservoir,-111.56276,49.20783,CAN,AB,Aden,28
Henson Lake,-110.22599,59.92364,CAN,AB,Fitzgerald,77.3
Heritage Lake,-113.66644,53.79963,CAN,AB,Morinville,1.5
Hermit Lake,-118.96432,55.20513,CAN,AB,Hermit Lake,3
Hibernia Lake,-118.14345,52.87118,CAN,AB,Wynd,1.3
Hidden Lake,-110.64123,53.35284,CAN,AB,Borradaile,4
Hidden Lake,-115.18604,50.60769,CAN,AB,Kovach,36.2
Hidden Lake,-116.10872,51.48464,CAN,AB,Lake Louise,8.3
High Hill Lake,-110.61757,56.88223,CAN,AB,Draper,45.4
Highbank Lake,-110.73898,54.55832,CAN,AB,La Corey,12.9
Hilda Lake,-110.43001,54.52099,CAN,AB,Ethel Lake,5.2
Hilltop Lake,-119.03804,55.52038,CAN,AB,Northmark,12.7
Hind Lake,-110.61563,53.2102,CAN,AB,Wildmere,15.3
Hobden Lake,-111.0011,53.93292,CAN,AB,Elk Point,7.5
Hobo Lake,-114.72536,51.11546,CAN,AB,Cheneka,8
Hollow Lake,-112.75136,54.25375,CAN,AB,Hollow Lake,2.4
Holmes Lake,-110.21642,59.89627,CAN,AB,Fitzgerald,77.6
Home Oil Reservoir,-115.43715,54.8223,CAN,AB,Swan Hills,12
Honey Lake,-111.76673,54.64546,CAN,AB,Normandeau,7.7
Honeymoon Lake,-113.59189,52.08882,CAN,AB,Pine Lake,7.9
Hook Lake,-110.50093,56.04247,CAN,AB,Christina Crossing,24.2
Hook Lake,-111.00933,53.90298,CAN,AB,Elk Point,7.1
Hook Lake,-111.0562,54.44924,CAN,AB,Iron River,9.6
Hooker Lake,-110.85867,59.54755,CAN,AB,Hay Camp,34.3
Hoople Lake,-114.96623,53.52371,CAN,AB,Moon Lake,7.9
Hope Lake,-112.66105,54.65823,CAN,AB,Caslan,10.1
Hope Lake,-114.79613,53.88894,CAN,AB,Lisburn,3.9
Hopeful Lake,-110.15524,57.39587,CAN,AB,Bitumount,89.3
Horberg Lake,-110.0354,59.91545,CAN,AB,Fitzgerald,87.8
Horne Lake,-111.55897,54.63527,CAN,AB,Normandeau,12.7
Hornpile Lake,-111.12428,54.09516,CAN,AB,Flat Lake,3.7
Horse Lake,-114.46522,53.75351,CAN,AB,Alexis,1.5
Horse Lake,-119.7127,55.35291,CAN,AB,Brainard,4.3
Horse Lake,-113.60671,56.83918,CAN,AB,Chipewyan Lake,13.9
Horse Lake,-110.93359,56.30339,CAN,AB,Kinosis,3.5
Horse Lake,-119.71346,55.33263,CAN,AB,Lymburn,4.5
Horse Lake,-111.94695,56.14194,CAN,AB,Mariana Lake,21.4
Horse Lake,-112.35253,54.87505,CAN,AB,Plamondon,2.9
Horsefly Lake Reservoir,-112.07484,49.72569,CAN,AB,Taber,8.5
Horseshoe Lake,-114.2451,54.61605,CAN,AB,Kilsyth,6.5
Horseshoe Lake,-113.78376,54.49023,CAN,AB,Meadowbrook,8
Horseshoe Lake,-110.7397,52.35987,CAN,AB,Metiskow,9
Horseshoe Ponds,-114.24231,52.48861,CAN,AB,Gilby,10.8
Horsetail Lake,-113.40434,56.06318,CAN,AB,Sandy Lake,27.7
Hoselaw Lake,-110.93595,54.11699,CAN,AB,Hoselaw,7.6
Hotte Lake,-116.13263,58.96019,CAN,AB,Boyer,56.4
Houcher Lake,-110.82179,52.39775,CAN,AB,Czar,6.4
Howard Lake,-113.98768,55.35062,CAN,AB,Moose Portage,15
Howie Lake,-113.48397,54.9318,CAN,AB,Grosmont,9.1
Huard Lake,-113.32408,53.0183,CAN,AB,Wetaskiwin,6.5
Hubbles Lake,-114.09083,53.56413,CAN,AB,Beach Corner,3.2
Hubert Lake,-114.19225,54.54205,CAN,AB,Kilsyth,6
Hudson Bay Lake,-114.24616,49.62886,CAN,AB,Lundbreck,7.7
Hudsons Bay Lake,-110.61808,52.73641,CAN,AB,Heath,7.2
Hughenden Lake,-111.00956,52.52068,CAN,AB,Hughenden,3.1
Hughes Lake,-118.91256,55.19823,CAN,AB,Hermit Lake,6.2
Hummock Lake,-113.18358,52.0547,CAN,AB,Lousana,6.5
Hunt Lake,-112.05165,51.94048,CAN,AB,Endiang,7.5
Hunts Lake,-115.34916,55.10976,CAN,AB,Kinuso,25.3
Huppie Lake,-111.81641,54.55321,CAN,AB,Normandeau,6.2
Hutch Lake,-117.29031,58.74002,CAN,AB,Hutch Lake,1.7
Hutton Lake,-110.18687,59.8592,CAN,AB,Fitzgerald,79.2
Hyway Ponds,-115.22263,51.05263,CAN,AB,Dead Mans Flats,3.2
Ice Lake,-114.62521,53.86983,CAN,AB,Pembridge,5.6
Indian Lake,-110.98775,53.39313,CAN,AB,Claysmore,6.1
Indian Lake,-112.82472,50.70917,CAN,AB,Shouldice,10.5
Inkster Lake,-110.01377,59.90661,CAN,AB,Fitzgerald,88.9
Innis Lake,-114.21223,51.77132,CAN,AB,Minaret,6.3
Iosegun Lake,-116.85055,54.47428,CAN,AB,Fox Creek,9.3
Ipiatik Lake,-111.05773,55.28868,CAN,AB,Margie,24
Ironwood Lake,-111.51894,54.60173,CAN,AB,Rich Lake,12.3
Iroquois Lakes,-116.629,55.46433,CAN,AB,Aggie,1.6
Iroquois Lakes,-116.69774,55.45139,CAN,AB,Triangle,2.5
Isabella Lake,-116.42271,51.79637,CAN,AB,Saskatchewan River Crossing,29.7
Isadores Lake,-111.60446,57.23348,CAN,AB,Fort MacKay,5.8
Isidore Lake,-113.74518,59.36761,CAN,AB,Jackfish River,63.9
Island Lake,-112.43076,54.33072,CAN,AB,Barich,21
Island Lake,-113.27173,56.76681,CAN,AB,Chipewyan Lake,22.9
Island Lake,-114.68506,49.6269,CAN,AB,Crowsnest,0.7
Island Lake,-115.00618,54.6067,CAN,AB,Freeman River,25.9
Island Lake,-113.53068,54.84552,CAN,AB,Grosmont,3.1
Island Lake,-111.21336,56.28882,CAN,AB,Kinosis,16.5
Island Lake,-113.49636,55.88859,CAN,AB,Sandy Lake,9.6
Island Lake,-110.13056,53.92253,CAN,AB,Sputinow,7.8
Isle Lake,-114.73067,53.62466,CAN,AB,Lake Isle,2.9
Islet Lake,-112.82937,53.4589,CAN,AB,Deville,5.6
Jack Fish Lake,-111.29708,53.59452,CAN,AB,Beauvallon,8.5
Jack Fish Lake,-114.24717,53.48377,CAN,AB,Mewassin,4.8
Jackfish Lake,-113.09494,54.81052,CAN,AB,Amber Valley,13.7
Jackfish Lake,-115.56699,52.50376,CAN,AB,Ancona,6.1
Jackfish Lake,-119.5987,55.57714,CAN,AB,Homestead,16.1
Jackfish Lake,-117.9356,54.74344,CAN,AB,Sturgeon Heights,41.9
Jackfish Lake,-116.17495,53.51499,CAN,AB,Wolf Creek,14.7
Jackfish Lakes,-113.77575,59.46636,CAN,AB,Jackfish River,72.7
Jackpine Lake,-116.56637,56.91168,CAN,AB,Bison Lake,40.3
Jacks,-110.20034,58.00737,CAN,AB,Jackfish,62.1
Jackson Lake,-110.93042,57.96013,CAN,AB,Point Brule,25
Jackson Lake,-111.54871,54.80931,CAN,AB,Tweedie,17.8
Jacques Lake,-117.74945,52.92922,CAN,AB,Jasper Park Lodge,21.2
James Lake,-110.01902,52.76758,CAN,AB,Chauvin,11.6
Jamieson Lake,-111.88449,50.60921,CAN,AB,Brooks,4.7
Jamieson Lake,-110.90902,52.75041,CAN,AB,Wainwright,9.9
Jarvis Bay,-112.99425,52.54687,CAN,AB,Bashaw,4.3
Jarvis Lake,-117.79981,53.45782,CAN,AB,Old Entrance,11.2
Jaz,-110.71199,58.19603,CAN,AB,Jackfish,27.6
Jean Lake,-113.76558,57.49011,CAN,AB,Chipewyan Lake,63.6
Jenkins Lake,-113.60339,54.91729,CAN,AB,Grosmont,6.4
Jensen Reservoir,-112.89772,49.31402,CAN,AB,Magrath,10.7
Jeremie Lake,-111.90189,54.65018,CAN,AB,Beaver Lake,12.3
Jerome Lake,-110.71208,54.06387,CAN,AB,Kehewin Cree Nation,8.2
Jerry Lake,-116.77105,54.55402,CAN,AB,Fox Creek,17.9
Jessie Lake,-110.73482,54.25299,CAN,AB,Bonnyville,1.6
Jessie Lake,-114.97291,54.89149,CAN,AB,Swan Hills,33.7
Joachim Lakes,-118.44472,53.9173,CAN,AB,Muskeg River,13.2
Job Lake,-116.85192,52.36737,CAN,AB,Saskatchewan River Crossing,44.3
Joes Lake,-110.72122,56.38453,CAN,AB,Cheecham,14.6
John Lake,-110.03867,53.73732,CAN,AB,Tulliby Lake,9.9
Johnnys Lake,-114.2949,53.53212,CAN,AB,Smithfield,5.4
Johnson Lake,-115.48338,51.19599,CAN,AB,Anthracite,0.8
Johnson Lake,-112.86658,58.3424,CAN,AB,Big Slough,56.4
Johnson Lake,-111.89071,50.59404,CAN,AB,Brooks,3
Johnson Lake,-110.05085,59.76495,CAN,AB,Hay Camp,83.9
Johnson Lake,-117.60799,59.94201,CAN,AB,Indian Cabins,33
Johnson Lake,-110.38887,57.65969,CAN,AB,Point Brule,69.1
Johnson Reservoir,-111.80812,50.34032,CAN,AB,Rolling Hills,13
Joker Lake,-115.93359,56.49668,CAN,AB,Little Buffalo,12.5
Jones Lake,-119.00301,55.39118,CAN,AB,Buffalo Lake,2.2
Jordan Lake,-112.83803,53.63438,CAN,AB,Sandy Beach,4.9
Joseph Lake,-113.07177,53.2913,CAN,AB,New Sarepta,5.3
Jpm-1 Compensation Lake,-111.39225,57.30044,CAN,AB,Bitumount,18
Julien Lake,-111.28852,54.03309,CAN,AB,St Paul,4.5
Jumbo Lake,-110.4844,55.42535,CAN,AB,Behan,16.9
Kaduk Lake,-112.12225,54.22891,CAN,AB,Bellis,9.7
Kakenokamaksik Lake,-113.46629,57.60872,CAN,AB,Chipewyan Lake,74.3
Kakina Lake,-114.16366,53.85692,CAN,AB,Sion,3.8
Kakut Lake,-118.52849,55.62882,CAN,AB,Manir,11.2
Kamisak Lake,-119.75094,55.16377,CAN,AB,Leighmore,7.2
Kamistikowik Lake,-113.52755,56.15475,CAN,AB,Wabasca-Desmarais,29
Karr Lake,-118.25422,54.53764,CAN,AB,Grovedale,66.9
Kathleen Lake,-116.12343,53.85896,CAN,AB,Shining Bank,9.8
Kathryn Lake,-114.90808,54.74513,CAN,AB,Swan Hills,31.8
Kearl Lake,-111.23879,57.29207,CAN,AB,Fort MacKay,25
Keenex Coulee Reservoir,-113.18444,49.9232,CAN,AB,Nobleford,10.3
Keephills Pond Lake,-114.46999,53.46688,CAN,AB,Highvale,4
Keeping Lake,-119.93534,55.46118,CAN,AB,Demmitt,2.5
Kehiwin Lake,-110.90704,54.06046,CAN,AB,Kehewin Cree Nation,5.5
Keho Lake,-113.00082,49.94977,CAN,AB,Barons,7.9
Keith Lake,-111.09676,57.91846,CAN,AB,Point Brule,18.3
Keith Lake,-111.13608,54.53675,CAN,AB,Truman,9.7
Keivers Lake,-113.55561,51.68816,CAN,AB,Allingham,3.2
Kelly Lake,-114.81653,53.87299,CAN,AB,Lisburn,2.6
Kenilworth Lake,-110.52137,53.33064,CAN,AB,Islay,7.1
Kennedy Lake,-113.26884,59.44683,CAN,AB,Jackfish River,54.8
Kerns Lake,-111.07321,53.31319,CAN,AB,Claysmore,4.6
Kerr Lake,-112.06164,54.52076,CAN,AB,Kikino,8.8
Kesler Lake,-113.93747,49.18329,CAN,AB,Twin Butte,10.7
Kettle Lake,-114.06264,53.62098,CAN,AB,Beach Corner,9.6
Kia Nea Lake,-117.77833,53.27045,CAN,AB,Brule,6.1
Kidney Lake,-115.31791,54.49052,CAN,AB,Lone Pine,24.4
Kidney Lake,-114.52352,56.77994,CAN,AB,Peerless Lake,12.5
Killarney Lake,-110.09428,52.58533,CAN,AB,Killarney Lake,1.6
Kilome Lake,-114.16941,59.9161,CAN,AB,Jackfish River,125.4
Kilsyth Lake,-114.12211,54.6079,CAN,AB,Kilsyth,2.7
Kimiwan Lake,-116.9168,55.75322,CAN,AB,Roxana,4.3
Kimowin Lake,-110.07984,56.19454,CAN,AB,Christina Crossing,24.4
Kimura Lake,-113.24009,53.95363,CAN,AB,Opal,4.4
King Lake,-114.19306,54.5611,CAN,AB,Kilsyth,4.2
Kinky Lake,-117.78327,53.28089,CAN,AB,Brule,5.7
Kinnaird Lake,-111.52007,54.7747,CAN,AB,Snug Cove,18.7
Kinokamau Lake,-113.62792,53.57769,CAN,AB,Cannell,2.1
Kinosis Lake,-111.01551,56.33157,CAN,AB,Kinosis,3.6
Kinosiu Lake,-112.28997,54.72246,CAN,AB,Hylo,7.1
Kipeecheechagum Lake,-113.38861,56.93108,CAN,AB,Chipewyan Lake,5.2
Kipp Lake,-114.48774,54.15254,CAN,AB,Barrhead,6.5
Kirby Lake,-110.76864,55.47194,CAN,AB,Conklin,26.3
Kircaldy Reservoir,-112.51893,49.21225,CAN,AB,McNab,22.5
Kirkpatrick Lake,-111.3041,51.86992,CAN,AB,Ensleigh,11.9
Kiskatinaw Lake,-111.00435,56.54032,CAN,AB,Lenarthur,4.2
Kitsim Reservoir,-112.06666,50.44462,CAN,AB,Rainier,8.7
Kitto Lake,-114.70213,53.33907,CAN,AB,Northleigh,7.2
Kitty Lake,-110.82849,53.29706,CAN,AB,Vermilion,6.6
Klaudts Reservoir,-110.90747,49.9726,CAN,AB,Seven Persons,10.9
Klein Lake,-115.34723,51.61865,CAN,AB,Bearberry,39.2
Konah Lake,-111.85072,54.60696,CAN,AB,Normandeau,8.3
Krause Lake,-115.42998,54.68388,CAN,AB,Swan Hills,4.1
Kress Lake,-111.14302,57.98071,CAN,AB,Point Brule,12.4
Ksituan Lake,-119.41359,55.80213,CAN,AB,Gordondale,9
La Glace Lake,-119.23947,55.38546,CAN,AB,La Glace,5.7
Labyrinth Lake,-113.19669,53.11687,CAN,AB,Hay Lakes,12.9
Lac Bellevue,-111.33468,53.81145,CAN,AB,Lac Bellevue,3.4
Lac Berard,-111.4315,53.8935,CAN,AB,Lafond,2.3
Lac Brosseau,-111.65502,53.84023,CAN,AB,Brosseau,5.8
Lac Canard,-111.35123,53.88242,CAN,AB,Lac Bellevue,4.5
Lac Cote,-111.00519,53.6437,CAN,AB,Derwent,2.6
Lac Cyr,-111.45373,53.92144,CAN,AB,Lafond,3.6
Lac Delorme,-111.15056,53.89624,CAN,AB,Lake Eliza,9.5
Lac Deroches,-111.53663,53.04726,CAN,AB,Kinsella,5.3
Lac Des Arcs,-115.1834,51.05492,CAN,AB,Exshaw,1.6
Lac Des Roches,-117.38136,53.05712,CAN,AB,Luscar,1.6
Lac Dufrance,-110.07908,53.77217,CAN,AB,Tulliby Lake,9.3
Lac Dufresne,-110.86536,53.89249,CAN,AB,Elk Point,2.5
Lac Emilien,-111.11894,53.54622,CAN,AB,Myrnam,14.8
Lac Flammand,-111.09201,53.90785,CAN,AB,St Edouard,9.4
Lac Hivon,-111.08988,53.59956,CAN,AB,Slawa,9.9
Lac La Biche,-112.0755,54.86523,CAN,AB,Lac La Biche Mission,4.7
Lac La Nonne,-114.32158,53.93983,CAN,AB,Lac la Nonne,3.2
Lac Lacroix,-111.85182,54.65833,CAN,AB,Normandeau,11.7
Lac Letendre,-111.57076,53.08296,CAN,AB,Philips,6.2
Lac Loranger,-111.51551,53.14398,CAN,AB,Philips,13.9
Lac Magloire,-117.17287,55.8712,CAN,AB,Jean Cata,9.1
Lac Patenaude,-110.0853,53.75741,CAN,AB,Tulliby Lake,8
Lac Poitras,-111.50905,53.85873,CAN,AB,Lafond,4.4
Lac Saint Cyr,-111.19147,53.89681,CAN,AB,Lake Eliza,9.7
Lac Sante,-111.55757,53.84127,CAN,AB,Foisy,5.8
Lac Ste. Anne,-114.42621,53.70915,CAN,AB,Lac Ste Anne,2.3
Lacombe Lake,-113.7982,52.42776,CAN,AB,Jackson,2.2
Lagoon Lake,-112.03125,54.89928,CAN,AB,Lac La Biche Mission,9.3
Lake 75,-110.87765,55.50281,CAN,AB,Conklin,19.1
Lake Athabasca,-110.48248,58.90375,CAN,AB,Fort Chipewyan,44.2
Lake Claire,-112.08459,58.58876,CAN,AB,Embarras Portage,38.5
Lake Dene,-113.33314,58.38902,CAN,AB,Little Fishery,37.5
Lake Eighteen,-114.7257,54.09588,CAN,AB,Roselea,3.2
Lake Eliza,-111.18794,53.80746,CAN,AB,Lake Eliza,1.7
Lake Ernie,-114.86514,52.37406,CAN,AB,Otway,3.6
Lake Fallow,-117.68129,55.27965,CAN,AB,Crooked Creek,17.9
Lake George,-118.54933,56.2287,CAN,AB,Hines Creek,4
Lake Gloria,-115.6049,50.8646,CAN,AB,Canmore,29.4
Lake Gray,-113.96071,54.83909,CAN,AB,Tieland,15.4
Lake Katherine,-116.39171,51.68646,CAN,AB,Lake Louise,32.5
Lake Louise,-116.22714,51.41181,CAN,AB,Lake Louise,3.6
Lake Margaret,-116.37548,51.57909,CAN,AB,Lake Louise,21.8
Lake May,-119.99113,59.91879,CAN,AB,Habay,143.1
Lake Merlin,-116.11036,51.51212,CAN,AB,Lake Louise,10.8
Lake Minnewanka,-115.38948,51.25604,CAN,AB,Anthracite,10.1
Lake Newell,-111.94,50.43186,CAN,AB,Rainier,12.9
Lake Of Falls,-116.62835,52.08444,CAN,AB,Saskatchewan River Crossing,14.6
Lake St. Germain,-117.48745,56.39144,CAN,AB,Leddy,3.7
Lake Tourangeau,-116.44836,58.20136,CAN,AB,La Cr̻te,2.8
Lakeview Lake,-113.90676,54.48116,CAN,AB,Jarvie,6
Landon Lake,-110.82961,53.72477,CAN,AB,Northern Valley,8.7
Landry Lake,-110.62324,54.20813,CAN,AB,Muriel Lake,1.4
Landslide Lake,-116.55333,52.08153,CAN,AB,Saskatchewan River Crossing,17.7
Lane Lake,-112.14628,59.47987,CAN,AB,Hay Camp,38.7
Lane Lake,-110.91142,54.71119,CAN,AB,Snug Cove,28.7
Lang Lake,-111.42088,53.33965,CAN,AB,Minburn,4.6
Larocque Lake,-110.82532,58.10017,CAN,AB,Point Brule,31.4
Larry Lake,-112.95137,53.28805,CAN,AB,Hay Lakes,12.4
Last Lake,-118.01008,56.2401,CAN,AB,Last Lake,3.1
Last Lake,-114.13695,56.88395,CAN,AB,Peerless Lake,35.7
Lathom Lake,-112.2963,50.71248,CAN,AB,Lathom,2.7
Laurent Lake,-113.97376,55.92164,CAN,AB,Wabasca-Desmarais,9.2
Laurier Lake,-110.52165,53.86069,CAN,AB,Middle Creek,5.7
Lawrence Lake,-113.70481,54.99266,CAN,AB,Ranch,15.1
Lawson Lake,-110.75768,53.31957,CAN,AB,Borradaile,4.8
Lawson Lake,-115.26602,50.67743,CAN,AB,Kovach,28.8
Lazar Lake,-113.97303,57.48869,CAN,AB,Chipewyan Lake,68
Leah Lake,-116.85639,52.33932,CAN,AB,Saskatchewan River Crossing,41.3
Leane Lake,-110.06001,52.56442,CAN,AB,Killarney Lake,1.7
Lebeaus Lake,-113.74197,54.2469,CAN,AB,Halach,5.7
Leddy Lake,-117.45951,56.39832,CAN,AB,Leddy,5.4
Leduc Reservoir,-113.56726,53.26062,CAN,AB,Leduc,1.6
Lee Lake,-114.24585,49.54226,CAN,AB,Burmis,3.5
Leech Lake,-115.25665,54.11074,CAN,AB,Lombell,4.8
Legend Lake,-112.92979,57.40607,CAN,AB,Chipewyan Lake,61.3
Leggo Lake,-110.63648,59.74073,CAN,AB,Hay Camp,52.4
Leicester Lake,-111.86234,54.7792,CAN,AB,Barnegat,2.7
Leland Lakes,-111.00984,59.92415,CAN,AB,Fitzgerald,33.9
Leman Lake,-115.42062,50.75053,CAN,AB,Kovach,25.6
Leming Lake,-110.50114,54.59448,CAN,AB,Happy Hollow,10.8
Lemiseau Lake,-112.4842,55.11017,CAN,AB,Amesbury,3.3
Lessard Lake,-114.65179,53.78512,CAN,AB,Cherhill,4.1
Lesser Slave Lake,-115.40334,55.43776,CAN,AB,Kinuso,11.9
Letour Lake,-114.68588,53.33404,CAN,AB,Berrymoor,7.9
Levering Lake,-113.15565,53.2369,CAN,AB,New Sarepta,4.2
Lightbulb Lake,-116.32442,54.86981,CAN,AB,Sweathouse Creek,39
Lillabo Lake,-110.01697,58.87713,CAN,AB,Fort Chipewyan,68.2
Lillian Lake,-111.73397,57.43382,CAN,AB,Bitumount,7.4
Lily Lake,-114.66546,53.70692,CAN,AB,Darwell,6.3
Lily Lake,-113.37688,53.94842,CAN,AB,Fedorah,4.6
Lily Lake,-114.50277,54.30977,CAN,AB,Neerlandia,8.2
Lime Kiln Lake,-113.9737,49.41501,CAN,AB,Pincher Creek,8
Limestone Lake,-112.50843,53.88778,CAN,AB,Wostok,6
Limon Lake,-111.33671,58.42323,CAN,AB,Embarras Portage,8.8
